CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
811,811,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-08-10,2024-08-23
812,812,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-11-11,2024-11-14
813,813,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-05-06,2024-06-05
814,814,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-09-27,2024-10-20
815,815,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-09-03,2024-09-05
816,816,1,FastDelivery,5,Centro Central,4,Devuelto,2024-02-27,2024-05-14
817,817,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-07-07,2024-08-23
818,818,2,ExpressShip,1,Centro Norte,1,En preparación,2024-04-15,2024-07-05
819,819,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-02-10,2024-08-08
820,820,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-07-13,2024-10-30
821,821,1,FastDelivery,5,Centro Central,1,En preparación,2024-04-19,2024-05-10
822,822,1,FastDelivery,5,Centro Central,1,En preparación,2024-04-20,2024-09-13
823,823,3,GlobalCourier,4,Centro Este,3,Entregado,2024-09-17,2024-10-15
824,824,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-02-03,2024-08-12
825,825,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-02-16,2024-08-19
826,826,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-03-16,2024-08-02
827,827,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-09-06,2024-10-02
828,828,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-02-04,2024-06-06
829,829,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-05-30,2024-08-29
830,830,2,ExpressShip,2,Centro Sur,3,Entregado,2024-10-21,2024-10-27
831,831,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-10-19,2024-10-27
832,832,3,GlobalCourier,5,Centro Central,1,En preparación,2024-11-07,2024-11-18
833,833,5,ShipPro,2,Centro Sur,4,Devuelto,2024-02-14,2024-10-21
834,834,1,FastDelivery,2,Centro Sur,1,En preparación,2024-09-10,2024-09-29
835,835,2,ExpressShip,5,Centro Central,4,Devuelto,2024-09-26,2024-10-29
836,836,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-05-28,2024-09-17
837,837,2,ExpressShip,5,Centro Central,2,En tránsito,2024-06-21,2024-09-02
838,838,5,ShipPro,4,Centro Este,4,Devuelto,2024-11-17,2024-11-18
839,839,5,ShipPro,1,Centro Norte,2,En tránsito,2024-02-27,2024-05-02
840,840,4,QuickSend,1,Centro Norte,2,En tránsito,2024-04-04,2024-08-18
841,841,5,ShipPro,2,Centro Sur,1,En preparación,2024-06-21,2024-10-23
842,842,5,ShipPro,3,Centro Oeste,1,En preparación,2024-04-12,2024-05-14
843,843,4,QuickSend,5,Centro Central,2,En tránsito,2024-08-23,2024-09-01
844,844,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-04-07,2024-11-03
845,845,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-04-12,2024-05-25
846,846,5,ShipPro,4,Centro Este,2,En tránsito,2024-01-12,2024-01-12
847,847,1,FastDelivery,4,Centro Este,2,En tránsito,2024-08-30,2024-10-05
848,848,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-07-14,2024-08-08
849,849,1,FastDelivery,5,Centro Central,4,Devuelto,2024-06-05,2024-10-27
850,850,4,QuickSend,3,Centro Oeste,1,En preparación,2024-09-20,2024-10-03
851,851,4,QuickSend,4,Centro Este,2,En tránsito,2024-01-30,2024-10-22
852,852,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-10-06,2024-10-16
853,853,4,QuickSend,2,Centro Sur,3,Entregado,2024-04-26,2024-05-15
854,854,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-01-05,2024-03-09
855,855,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-07-24,2024-10-10
856,856,1,FastDelivery,5,Centro Central,2,En tránsito,2024-07-19,2024-11-18
857,857,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-08-06,2024-08-14
858,858,5,ShipPro,5,Centro Central,4,Devuelto,2024-02-15,2024-03-06
859,859,2,ExpressShip,4,Centro Este,2,En tránsito,2024-08-26,2024-10-13
860,860,4,QuickSend,4,Centro Este,1,En preparación,2024-05-09,2024-08-17
861,861,4,QuickSend,1,Centro Norte,3,Entregado,2024-05-04,2024-11-13
862,862,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-01-14,2024-10-15
863,863,1,FastDelivery,2,Centro Sur,1,En preparación,2024-02-25,2024-10-16
864,864,4,QuickSend,1,Centro Norte,2,En tránsito,2024-10-01,2024-10-24
865,865,2,ExpressShip,5,Centro Central,4,Devuelto,2024-03-28,2024-06-28
866,866,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-03-18,2024-10-17
867,867,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-09-01,2024-09-18
868,868,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-03-09,2024-10-07
869,869,3,GlobalCourier,4,Centro Este,3,Entregado,2024-06-21,2024-10-24
870,870,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-05-18,2024-07-25
871,871,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-09-28,2024-10-03
872,872,3,GlobalCourier,4,Centro Este,1,En preparación,2024-02-22,2024-07-10
873,873,1,FastDelivery,5,Centro Central,1,En preparación,2024-03-26,2024-06-16
874,874,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-07-11,2024-08-08
875,875,4,QuickSend,5,Centro Central,1,En preparación,2024-03-28,2024-10-29
876,876,5,ShipPro,4,Centro Este,2,En tránsito,2024-02-17,2024-04-12
877,877,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-03-23,2024-04-23
878,878,2,ExpressShip,1,Centro Norte,3,Entregado,2024-04-04,2024-10-16
879,879,1,FastDelivery,2,Centro Sur,3,Entregado,2024-07-17,2024-10-08
880,880,2,ExpressShip,4,Centro Este,4,Devuelto,2024-08-31,2024-09-09
881,881,4,QuickSend,3,Centro Oeste,3,Entregado,2024-10-19,2024-10-22
882,882,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-01-21,2024-10-24
883,883,1,FastDelivery,5,Centro Central,1,En preparación,2024-08-23,2024-09-07
884,884,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-05-13,2024-05-27
885,885,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-06-09,2024-09-30
886,886,3,GlobalCourier,5,Centro Central,3,Entregado,2024-11-15,2024-11-16
887,887,2,ExpressShip,2,Centro Sur,1,En preparación,2024-08-25,2024-10-13
888,888,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-10-20,2024-11-05
889,889,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-02-13,2024-04-16
890,890,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-09-11,2024-09-28
891,891,4,QuickSend,5,Centro Central,4,Devuelto,2024-04-17,2024-08-26
892,892,3,GlobalCourier,5,Centro Central,1,En preparación,2024-09-12,2024-11-03
893,893,4,QuickSend,5,Centro Central,3,Entregado,2024-10-09,2024-10-24
894,894,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-02-27,2024-03-25
895,895,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-07-16,2024-11-15
896,896,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-03-24,2024-03-26
897,897,5,ShipPro,5,Centro Central,4,Devuelto,2024-01-17,2024-04-04
898,898,4,QuickSend,3,Centro Oeste,1,En preparación,2024-07-26,2024-09-24
899,899,5,ShipPro,4,Centro Este,2,En tránsito,2024-01-24,2024-10-13
900,900,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-09-09,2024-10-28
901,901,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-26,2024-10-05
902,902,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-04-15,2024-09-02
903,903,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-09-25,2024-10-28
904,904,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-11-10,2024-11-10
905,905,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-10-14,2024-11-10
906,906,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-11-14,2024-11-14
907,907,1,FastDelivery,2,Centro Sur,3,Entregado,2024-09-02,2024-10-22
908,908,1,FastDelivery,4,Centro Este,4,Devuelto,2024-03-12,2024-07-06
909,909,5,ShipPro,2,Centro Sur,1,En preparación,2024-08-30,2024-09-25
910,910,2,ExpressShip,2,Centro Sur,3,Entregado,2024-02-29,2024-04-25
911,911,5,ShipPro,1,Centro Norte,4,Devuelto,2024-06-02,2024-08-16
912,912,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-09-23,2024-10-24
913,913,5,ShipPro,4,Centro Este,2,En tránsito,2024-06-24,2024-10-15
914,914,5,ShipPro,5,Centro Central,3,Entregado,2024-04-28,2024-09-28
915,915,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-10-10,2024-11-15
916,916,4,QuickSend,5,Centro Central,1,En preparación,2024-02-27,2024-08-10
917,917,5,ShipPro,1,Centro Norte,1,En preparación,2024-04-04,2024-05-30
918,918,5,ShipPro,4,Centro Este,1,En preparación,2024-11-16,2024-11-17
919,919,2,ExpressShip,4,Centro Este,2,En tránsito,2024-06-29,2024-07-26
920,920,1,FastDelivery,4,Centro Este,1,En preparación,2024-05-06,2024-07-26
921,921,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-10-18,2024-10-29
922,922,3,GlobalCourier,4,Centro Este,3,Entregado,2024-04-18,2024-05-25
923,923,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-06-10,2024-07-04
924,924,5,ShipPro,4,Centro Este,3,Entregado,2024-06-16,2024-09-20
925,925,2,ExpressShip,2,Centro Sur,3,Entregado,2024-02-16,2024-04-23
926,926,2,ExpressShip,5,Centro Central,2,En tránsito,2024-03-30,2024-07-01
927,927,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-10-18,2024-10-31
928,928,2,ExpressShip,4,Centro Este,3,Entregado,2024-02-21,2024-04-19
929,929,4,QuickSend,5,Centro Central,2,En tránsito,2024-09-24,2024-10-07
930,930,4,QuickSend,5,Centro Central,2,En tránsito,2024-02-11,2024-05-25
931,931,5,ShipPro,3,Centro Oeste,1,En preparación,2024-01-27,2024-06-07
932,932,5,ShipPro,5,Centro Central,3,Entregado,2024-11-05,2024-11-10
933,933,2,ExpressShip,5,Centro Central,2,En tránsito,2024-01-09,2024-11-16
934,934,2,ExpressShip,4,Centro Este,2,En tránsito,2024-09-14,2024-10-30
935,935,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-03-20,2024-06-14
936,936,5,ShipPro,5,Centro Central,1,En preparación,2024-09-29,2024-11-03
937,937,1,FastDelivery,2,Centro Sur,1,En preparación,2024-08-31,2024-10-15
938,938,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-11-04,2024-11-15
939,939,4,QuickSend,5,Centro Central,1,En preparación,2024-01-30,2024-07-20
940,940,2,ExpressShip,4,Centro Este,4,Devuelto,2024-02-22,2024-11-02
941,941,2,ExpressShip,5,Centro Central,1,En preparación,2024-03-25,2024-05-12
942,942,5,ShipPro,4,Centro Este,4,Devuelto,2024-06-18,2024-07-01
943,943,1,FastDelivery,4,Centro Este,2,En tránsito,2024-06-21,2024-10-05
944,944,5,ShipPro,1,Centro Norte,4,Devuelto,2024-09-15,2024-10-20
945,945,1,FastDelivery,4,Centro Este,4,Devuelto,2024-10-01,2024-11-11
946,946,4,QuickSend,2,Centro Sur,1,En preparación,2024-10-13,2024-11-12
947,947,3,GlobalCourier,5,Centro Central,1,En preparación,2024-09-03,2024-11-06
948,948,5,ShipPro,3,Centro Oeste,1,En preparación,2024-06-02,2024-09-04
949,949,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-09-03,2024-09-16
950,950,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-11-14,2024-11-17
951,951,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-02-23,2024-09-08
952,952,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-11-08,2024-11-10
953,953,4,QuickSend,5,Centro Central,2,En tránsito,2024-08-26,2024-10-01
954,954,5,ShipPro,1,Centro Norte,3,Entregado,2024-11-08,2024-11-09
955,955,5,ShipPro,1,Centro Norte,2,En tránsito,2024-01-24,2024-03-19
956,956,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-01-04,2024-04-14
957,957,1,FastDelivery,5,Centro Central,3,Entregado,2024-04-22,2024-06-07
958,958,5,ShipPro,5,Centro Central,4,Devuelto,2024-03-28,2024-10-19
959,959,1,FastDelivery,1,Centro Norte,1,En preparación,2024-06-03,2024-11-05
960,960,2,ExpressShip,2,Centro Sur,1,En preparación,2024-03-23,2024-05-06
961,961,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-04-25,2024-09-21
962,962,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-07-16,2024-10-16
963,963,4,QuickSend,5,Centro Central,3,Entregado,2024-11-02,2024-11-02
964,964,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-10-25,2024-11-10
965,965,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-11-10,2024-11-17
966,966,5,ShipPro,4,Centro Este,3,Entregado,2024-11-04,2024-11-15
967,967,2,ExpressShip,4,Centro Este,3,Entregado,2024-05-11,2024-10-26
968,968,4,QuickSend,1,Centro Norte,1,En preparación,2024-03-29,2024-10-21
969,969,1,FastDelivery,5,Centro Central,4,Devuelto,2024-03-16,2024-10-05
970,970,5,ShipPro,1,Centro Norte,2,En tránsito,2024-06-02,2024-09-28
971,971,2,ExpressShip,2,Centro Sur,1,En preparación,2024-09-15,2024-11-01
972,972,1,FastDelivery,4,Centro Este,1,En preparación,2024-08-13,2024-11-11
973,973,5,ShipPro,2,Centro Sur,4,Devuelto,2024-11-10,2024-11-10
974,974,2,ExpressShip,4,Centro Este,2,En tránsito,2024-06-21,2024-09-10
975,975,5,ShipPro,5,Centro Central,1,En preparación,2024-10-20,2024-11-08
976,976,5,ShipPro,1,Centro Norte,4,Devuelto,2024-08-30,2024-09-21
977,977,1,FastDelivery,4,Centro Este,2,En tránsito,2024-02-28,2024-05-11
978,978,5,ShipPro,3,Centro Oeste,1,En preparación,2024-04-05,2024-04-16
979,979,2,ExpressShip,1,Centro Norte,1,En preparación,2024-11-03,2024-11-12
980,980,1,FastDelivery,5,Centro Central,1,En preparación,2024-10-13,2024-10-29
981,981,5,ShipPro,5,Centro Central,1,En preparación,2024-05-08,2024-09-19
982,982,1,FastDelivery,4,Centro Este,3,Entregado,2024-03-28,2024-04-12
983,983,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-09-20,2024-11-04
984,984,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-01-26,2024-07-29
985,985,4,QuickSend,5,Centro Central,1,En preparación,2024-05-29,2024-07-31
986,986,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-08,2024-08-12
987,987,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-06-07,2024-11-01
988,988,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-10-12,2024-10-25
989,989,5,ShipPro,3,Centro Oeste,1,En preparación,2024-06-01,2024-07-21
990,990,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-07-13,2024-08-23
991,991,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-05-14,2024-10-25
992,992,4,QuickSend,3,Centro Oeste,1,En preparación,2024-09-21,2024-09-22
993,993,2,ExpressShip,5,Centro Central,2,En tránsito,2024-08-02,2024-08-27
994,994,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-10-14,2024-11-08
995,995,5,ShipPro,2,Centro Sur,4,Devuelto,2024-02-19,2024-11-14
996,996,4,QuickSend,5,Centro Central,1,En preparación,2024-10-27,2024-11-12
997,997,2,ExpressShip,1,Centro Norte,4,Devuelto,2024-05-04,2024-11-11
998,998,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-03-02,2024-03-27
999,999,4,QuickSend,5,Centro Central,3,Entregado,2024-04-28,2024-05-20
1000,1000,5,ShipPro,3,Centro Oeste,3,Entregado,2024-01-31,2024-05-07
1001,1001,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-04-04,2024-06-08
1002,1002,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-08-23,2024-11-18
1003,1003,5,ShipPro,1,Centro Norte,3,Entregado,2024-01-31,2024-03-30
1004,1004,2,ExpressShip,4,Centro Este,2,En tránsito,2024-05-22,2024-06-28
1005,1005,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-10-19,2024-10-24
1006,1006,4,QuickSend,2,Centro Sur,2,En tránsito,2024-11-16,2024-11-18
1007,1007,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-07-14,2024-07-22
1008,1008,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-03-05,2024-05-17
1009,1009,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-03-07,2024-05-18
1010,1010,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-03-05,2024-04-25
1011,1011,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-05-16,2024-06-15
1012,1012,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-08-04,2024-08-31
1013,1013,4,QuickSend,4,Centro Este,3,Entregado,2024-01-03,2024-03-28
1014,1014,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-01-01,2024-04-28
1015,1015,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-11-09,2024-11-13
1016,1016,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-07-26,2024-10-13
1017,1017,5,ShipPro,1,Centro Norte,2,En tránsito,2024-10-25,2024-11-03
1018,1018,2,ExpressShip,1,Centro Norte,3,Entregado,2024-01-12,2024-10-16
1019,1019,5,ShipPro,2,Centro Sur,3,Entregado,2024-01-31,2024-09-02
1020,1020,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-04-10,2024-07-01
1021,1021,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-05-04,2024-06-07
1022,1022,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-03-28,2024-05-27
1023,1023,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-01-29,2024-04-26
1024,1024,5,ShipPro,1,Centro Norte,2,En tránsito,2024-07-16,2024-07-20
1025,1025,4,QuickSend,4,Centro Este,1,En preparación,2024-08-26,2024-08-30
1026,1026,4,QuickSend,2,Centro Sur,4,Devuelto,2024-01-07,2024-04-11
1027,1027,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-01-16,2024-07-15
1028,1028,4,QuickSend,4,Centro Este,1,En preparación,2024-01-27,2024-11-12
1029,1029,4,QuickSend,2,Centro Sur,1,En preparación,2024-10-30,2024-11-14
1030,1030,4,QuickSend,1,Centro Norte,3,Entregado,2024-09-03,2024-11-04
1031,1031,5,ShipPro,2,Centro Sur,2,En tránsito,2024-08-29,2024-09-05
1032,1032,1,FastDelivery,1,Centro Norte,3,Entregado,2024-01-13,2024-10-16
1033,1033,4,QuickSend,2,Centro Sur,3,Entregado,2024-06-10,2024-11-11
1034,1034,5,ShipPro,2,Centro Sur,1,En preparación,2024-08-16,2024-11-07
1035,1035,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-07-05,2024-11-01
1036,1036,2,ExpressShip,1,Centro Norte,1,En preparación,2024-02-21,2024-11-07
1037,1037,4,QuickSend,5,Centro Central,3,Entregado,2024-02-23,2024-03-01
1038,1038,5,ShipPro,4,Centro Este,1,En preparación,2024-11-10,2024-11-12
1039,1039,2,ExpressShip,4,Centro Este,4,Devuelto,2024-10-12,2024-10-20
1040,1040,4,QuickSend,4,Centro Este,3,Entregado,2024-01-24,2024-05-27
1041,1041,4,QuickSend,4,Centro Este,1,En preparación,2024-09-22,2024-10-26
1042,1042,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-05-20,2024-10-09
1043,1043,4,QuickSend,5,Centro Central,4,Devuelto,2024-01-21,2024-06-18
1044,1044,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-05-29,2024-06-17
1045,1045,2,ExpressShip,5,Centro Central,4,Devuelto,2024-03-22,2024-06-26
1046,1046,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-08-25,2024-09-22
1047,1047,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-10-26,2024-11-15
1048,1048,5,ShipPro,1,Centro Norte,3,Entregado,2024-02-18,2024-03-29
1049,1049,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-02-06,2024-11-09
1050,1050,4,QuickSend,2,Centro Sur,2,En tránsito,2024-07-09,2024-11-07
1051,1051,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-01-14,2024-04-06
1052,1052,2,ExpressShip,1,Centro Norte,3,Entregado,2024-07-08,2024-08-16
1053,1053,3,GlobalCourier,2,Centro Sur,1,En preparación,2024-09-17,2024-11-08
1054,1054,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-09-19,2024-10-17
1055,1055,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-02-28,2024-06-17
1056,1056,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-08-31,2024-10-11
1057,1057,5,ShipPro,1,Centro Norte,4,Devuelto,2024-11-09,2024-11-10
1058,1058,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-06-10,2024-08-27
1059,1059,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-01-18,2024-04-14
1060,1060,4,QuickSend,5,Centro Central,2,En tránsito,2024-06-02,2024-06-17
1061,1061,1,FastDelivery,3,Centro Oeste,2,En tránsito,2024-07-05,2024-09-24
1062,1062,2,ExpressShip,1,Centro Norte,3,Entregado,2024-03-11,2024-09-01
1063,1063,4,QuickSend,2,Centro Sur,4,Devuelto,2024-10-24,2024-10-25
1064,1064,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-09-15,2024-10-13
1065,1065,4,QuickSend,4,Centro Este,1,En preparación,2024-02-18,2024-07-14
1066,1066,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-02-11,2024-09-04
1067,1067,4,QuickSend,2,Centro Sur,1,En preparación,2024-04-26,2024-07-31
1068,1068,2,ExpressShip,5,Centro Central,2,En tránsito,2024-07-01,2024-10-11
1069,1069,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-07-20,2024-08-07
1070,1070,1,FastDelivery,2,Centro Sur,1,En preparación,2024-06-09,2024-09-26
1071,1071,2,ExpressShip,1,Centro Norte,3,Entregado,2024-09-28,2024-10-02
1072,1072,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-03-14,2024-08-13
1073,1073,2,ExpressShip,5,Centro Central,1,En preparación,2024-08-22,2024-11-14
1074,1074,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-03-06,2024-09-01
1075,1075,4,QuickSend,4,Centro Este,2,En tránsito,2024-07-09,2024-11-10
1076,1076,3,GlobalCourier,5,Centro Central,1,En preparación,2024-10-04,2024-11-16
1077,1077,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-02-10,2024-07-03
1078,1078,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-04-23,2024-05-11
1079,1079,1,FastDelivery,4,Centro Este,2,En tránsito,2024-05-30,2024-06-10
1080,1080,4,QuickSend,1,Centro Norte,3,Entregado,2024-02-06,2024-06-10
1081,1081,2,ExpressShip,4,Centro Este,3,Entregado,2024-03-10,2024-07-19
1082,1082,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-08-27,2024-10-18
1083,1083,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-08-21,2024-11-18
1084,1084,2,ExpressShip,1,Centro Norte,1,En preparación,2024-07-06,2024-08-22
1085,1085,1,FastDelivery,5,Centro Central,2,En tránsito,2024-09-02,2024-10-02
1086,1086,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-05-17,2024-10-08
1087,1087,5,ShipPro,5,Centro Central,3,Entregado,2024-11-02,2024-11-13
1088,1088,1,FastDelivery,4,Centro Este,2,En tránsito,2024-02-22,2024-05-31
1089,1089,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-04-15,2024-08-13
1090,1090,3,GlobalCourier,5,Centro Central,1,En preparación,2024-07-06,2024-07-21
1091,1091,5,ShipPro,1,Centro Norte,3,Entregado,2024-05-31,2024-10-09
1092,1092,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-10-23,2024-11-02
1093,1093,1,FastDelivery,4,Centro Este,4,Devuelto,2024-02-28,2024-09-20
1094,1094,2,ExpressShip,5,Centro Central,3,Entregado,2024-03-28,2024-06-12
1095,1095,4,QuickSend,5,Centro Central,1,En preparación,2024-10-14,2024-11-11
1096,1096,4,QuickSend,4,Centro Este,1,En preparación,2024-06-30,2024-08-20
1097,1097,5,ShipPro,1,Centro Norte,1,En preparación,2024-07-06,2024-11-07
1098,1098,3,GlobalCourier,5,Centro Central,3,Entregado,2024-10-30,2024-11-09
1099,1099,5,ShipPro,3,Centro Oeste,3,Entregado,2024-01-30,2024-05-01
1100,1100,4,QuickSend,4,Centro Este,1,En preparación,2024-07-31,2024-09-25
1101,1101,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-06-20,2024-09-03
1102,1102,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-03-27,2024-04-23
1103,1103,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-02-10,2024-09-01
1104,1104,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-03-29,2024-04-14
1105,1105,2,ExpressShip,4,Centro Este,2,En tránsito,2024-06-10,2024-08-03
1106,1106,2,ExpressShip,4,Centro Este,3,Entregado,2024-05-11,2024-09-07
1107,1107,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-04-28,2024-06-26
1108,1108,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-05-29,2024-10-28
1109,1109,4,QuickSend,5,Centro Central,2,En tránsito,2024-10-16,2024-11-06
1110,1110,4,QuickSend,1,Centro Norte,1,En preparación,2024-07-25,2024-10-30
1111,1111,4,QuickSend,2,Centro Sur,2,En tránsito,2024-07-22,2024-08-17
1112,1112,4,QuickSend,1,Centro Norte,4,Devuelto,2024-09-15,2024-09-18
1113,1113,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-08-25,2024-11-01
1114,1114,1,FastDelivery,4,Centro Este,1,En preparación,2024-10-29,2024-11-06
1115,1115,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-09-06,2024-10-19
1116,1116,3,GlobalCourier,4,Centro Este,3,Entregado,2024-10-29,2024-10-29
1117,1117,4,QuickSend,2,Centro Sur,1,En preparación,2024-05-19,2024-06-22
1118,1118,5,ShipPro,1,Centro Norte,3,Entregado,2024-06-11,2024-10-31
1119,1119,4,QuickSend,5,Centro Central,1,En preparación,2024-06-27,2024-10-29
1120,1120,4,QuickSend,2,Centro Sur,3,Entregado,2024-11-09,2024-11-16
1121,1121,1,FastDelivery,4,Centro Este,2,En tránsito,2024-05-10,2024-08-16
1122,1122,5,ShipPro,4,Centro Este,2,En tránsito,2024-02-11,2024-02-28
1123,1123,2,ExpressShip,2,Centro Sur,1,En preparación,2024-09-13,2024-10-03
1124,1124,1,FastDelivery,1,Centro Norte,1,En preparación,2024-02-29,2024-09-19
1125,1125,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-11-05,2024-11-08
1126,1126,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-02-15,2024-03-25
