FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2022-03-29,1.0,"Televisor LED 55""",9.0,109.67,8.0,Dunder Mifflin,13.0,ElectroShop Norte
2023-03-27,11.0,phone,8.0,137.77,15.0,LexCorp,18.0,ElectroShop Satélite
2023-06-04,20.0,Lavadora Secadora,10.0,1109.45,15.0,LexCorp,5.0,Tienda Premium
2024-11-11,11.0,phone,8.0,1468.43,12.0,Cyberdyne Systems,7.0,Tienda Express
2022-05-23,10.0,Smartwatch,6.0,1014.38,14.0,Blue Sun Corporation,10.0,ElectroShop California
2022-07-06,15.0,"Televisor LED 65""",1.0,187.31,1.0,ACME Corp,9.0,Tienda Online Plus
2023-12-25,13.0,Lavadora 10kg,1.0,467.99,6.0,Stark Industries,18.0,ElectroShop Satélite
2024-03-10,6.0,Licuadora 600W,5.0,333.92,2.0,Globex Corporation,6.0,ElectroShop Oeste
2022-02-27,17.0,Microondas 25L,10.0,504.87,15.0,LexCorp,11.0,Tienda Norte
2022-05-21,12.0,"Televisor LED 55""",10.0,714.44,1.0,ACME Corp,3.0,Outlet Norte
2024-10-25,11.0,phone,1.0,1122.84,2.0,Globex Corporation,15.0,ElectroShop Express
2024-09-16,13.0,Lavadora 10kg,10.0,1482.31,11.0,Biohazard Inc,1.0,ElectroShop Online
2022-09-08,11.0,phone,7.0,1323.72,2.0,Globex Corporation,8.0,ElectroShop Este
2022-09-10,24.0,Smartwatch Deportivo,6.0,650.54,10.0,Hooli,5.0,Tienda Premium
2024-07-16,6.0,Licuadora 600W,6.0,245.72,2.0,Globex Corporation,7.0,Tienda Express
2023-03-05,25.0,Teléfono Inteligente 256GB,10.0,1219.68,10.0,Hooli,1.0,ElectroShop Online
2022-06-23,30.0,Parlante Bluetooth,1.0,220.18,7.0,Wayne Enterprises,9.0,Tienda Online Plus
2024-04-07,20.0,Lavadora Secadora,5.0,240.51,8.0,Dunder Mifflin,NULL,NULL
2023-05-05,3.0,Refrigerador Doble Puerta,2.0,940.79,11.0,Biohazard Inc,10.0,ElectroShop California
2023-12-19,30.0,Parlante Bluetooth,1.0,164.4,3.0,Initech,7.0,Tienda Express
2022-05-12,22.0,"Laptop Gamer 15""",10.0,109.53,8.0,Dunder Mifflin,19.0,Tienda Plus
2023-02-17,NULL,NULL,NULL,NULL,12.0,Cyberdyne Systems,10.0,ElectroShop California
2022-04-26,11.0,phone,10.0,489.26,4.0,Umbrella Corp,14.0,NULL
2023-09-14,5.0,Aspiradora Sin Bolsa,3.0,1294.02,5.0,Weyland-Yutani,2.0,Tienda Central
2024-04-07,30.0,Parlante Bluetooth,1.0,257.89,12.0,Cyberdyne Systems,17.0,Tienda Virtual Sur
2022-01-02,14.0,Refrigerador Simple Puerta,5.0,1317.53,2.0,Globex Corporation,14.0,NULL
2023-09-11,27.0,Lavadora Carga Superior,9.0,683.91,4.0,Umbrella Corp,11.0,Tienda Norte
2022-10-31,21.0,Home Theater 7.1,2.0,1408.62,4.0,Umbrella Corp,1.0,ElectroShop Online
2023-07-03,17.0,Microondas 25L,1.0,470.47,10.0,Hooli,10.0,ElectroShop California
2023-06-18,3.0,Refrigerador Doble Puerta,7.0,528.89,8.0,Dunder Mifflin,12.0,Outlet Sur
2023-12-24,3.0,Refrigerador Doble Puerta,5.0,185.17,2.0,Globex Corporation,10.0,ElectroShop California
2024-04-24,21.0,Home Theater 7.1,10.0,1208.63,2.0,Globex Corporation,15.0,ElectroShop Express
2024-03-12,24.0,Smartwatch Deportivo,2.0,412.0,NULL,NULL,6.0,ElectroShop Oeste
2024-02-16,9.0,"Tablet 10""",3.0,947.85,3.0,Initech,12.0,Outlet Sur
2023-02-17,15.0,"Televisor LED 65""",1.0,229.3,13.0,Tyrell Corp,17.0,Tienda Virtual Sur
2023-12-12,29.0,Refrigerador Compacto,7.0,1149.12,6.0,Stark Industries,4.0,ElectroShop Sur
2022-08-08,6.0,Licuadora 600W,9.0,902.36,2.0,Globex Corporation,5.0,Tienda Premium
2022-12-12,8.0,"Computadora Portátil 15""",9.0,667.44,2.0,Globex Corporation,6.0,ElectroShop Oeste
2023-09-10,24.0,Smartwatch Deportivo,10.0,1351.54,13.0,Tyrell Corp,19.0,Tienda Plus
2022-11-15,1.0,"Televisor LED 55""",9.0,173.31,NULL,NULL,6.0,ElectroShop Oeste
2024-09-14,11.0,phone,9.0,1171.2,NULL,NULL,11.0,Tienda Norte
2022-09-04,8.0,"Computadora Portátil 15""",7.0,850.97,NULL,NULL,6.0,ElectroShop Oeste
2023-11-05,NULL,NULL,NULL,NULL,11.0,Biohazard Inc,5.0,Tienda Premium
2023-12-11,15.0,"Televisor LED 65""",10.0,1477.57,14.0,Blue Sun Corporation,3.0,Outlet Norte
2022-03-25,2.0,Lavadora 8kg,10.0,738.32,14.0,Blue Sun Corporation,7.0,Tienda Express
2022-05-22,21.0,Home Theater 7.1,4.0,1032.25,6.0,Stark Industries,10.0,ElectroShop California
2024-06-06,10.0,Smartwatch,8.0,365.31,1.0,ACME Corp,4.0,ElectroShop Sur
2022-10-06,20.0,Lavadora Secadora,7.0,966.77,13.0,Tyrell Corp,2.0,Tienda Central
2022-03-02,6.0,Licuadora 600W,6.0,689.12,10.0,Hooli,10.0,ElectroShop California
2023-11-26,29.0,Refrigerador Compacto,4.0,803.18,9.0,Pied Piper,18.0,ElectroShop Satélite
2024-04-29,16.0,Refrigerador Triple Puerta,10.0,1194.48,7.0,Wayne Enterprises,NULL,NULL
2022-01-21,14.0,Refrigerador Simple Puerta,1.0,1280.79,2.0,Globex Corporation,8.0,ElectroShop Este
2022-12-22,15.0,"Televisor LED 65""",4.0,1193.33,13.0,Tyrell Corp,18.0,ElectroShop Satélite
2022-08-25,15.0,"Televisor LED 65""",7.0,1451.54,3.0,Initech,2.0,Tienda Central
2023-02-20,5.0,Aspiradora Sin Bolsa,10.0,1121.69,10.0,Hooli,14.0,NULL
2023-02-17,6.0,Licuadora 600W,1.0,232.32,2.0,Globex Corporation,3.0,Outlet Norte
2023-01-25,25.0,Teléfono Inteligente 256GB,2.0,522.52,7.0,Wayne Enterprises,3.0,Outlet Norte
2023-05-31,NULL,NULL,NULL,NULL,3.0,Initech,NULL,NULL
2022-09-11,11.0,phone,4.0,817.14,1.0,ACME Corp,9.0,Tienda Online Plus
2023-05-02,9.0,"Tablet 10""",2.0,426.12,NULL,NULL,5.0,Tienda Premium
2022-03-07,12.0,"Televisor LED 55""",3.0,817.67,13.0,Tyrell Corp,12.0,Outlet Sur
2024-07-11,25.0,Teléfono Inteligente 256GB,6.0,387.24,1.0,ACME Corp,20.0,ElectroShop Store
2023-11-03,24.0,Smartwatch Deportivo,4.0,865.79,1.0,ACME Corp,14.0,NULL
2024-04-07,14.0,Refrigerador Simple Puerta,4.0,1119.55,14.0,Blue Sun Corporation,7.0,Tienda Express
2022-05-21,19.0,Batidora de Mano,1.0,137.9,5.0,Weyland-Yutani,20.0,ElectroShop Store
2023-09-12,28.0,Cafetera Espresso,3.0,679.12,1.0,ACME Corp,18.0,ElectroShop Satélite
2023-08-25,1.0,"Televisor LED 55""",10.0,210.07,1.0,ACME Corp,14.0,NULL
2023-09-03,26.0,"Televisor OLED 55""",1.0,561.41,13.0,Tyrell Corp,5.0,Tienda Premium
2023-05-25,16.0,Refrigerador Triple Puerta,1.0,399.09,14.0,Blue Sun Corporation,6.0,ElectroShop Oeste
2023-05-27,15.0,"Televisor LED 65""",6.0,85.29,12.0,Cyberdyne Systems,13.0,ElectroShop Norte
2023-03-23,13.0,Lavadora 10kg,8.0,885.58,4.0,Umbrella Corp,15.0,ElectroShop Express
2022-07-03,12.0,"Televisor LED 55""",6.0,567.3,NULL,NULL,12.0,Outlet Sur
2022-05-08,28.0,Cafetera Espresso,8.0,175.76,13.0,Tyrell Corp,9.0,Tienda Online Plus
2022-09-09,9.0,"Tablet 10""",9.0,1095.51,9.0,Pied Piper,10.0,ElectroShop California
2023-03-28,2.0,Lavadora 8kg,9.0,1221.09,5.0,Weyland-Yutani,NULL,NULL
2024-01-07,4.0,Microondas 20L,9.0,1138.76,4.0,Umbrella Corp,6.0,ElectroShop Oeste
2023-07-16,19.0,Batidora de Mano,7.0,290.52,4.0,Umbrella Corp,13.0,ElectroShop Norte
2024-08-20,25.0,Teléfono Inteligente 256GB,4.0,1253.52,6.0,Stark Industries,20.0,ElectroShop Store
2024-06-16,6.0,Licuadora 600W,3.0,323.93,8.0,Dunder Mifflin,10.0,ElectroShop California
2024-05-02,6.0,Licuadora 600W,6.0,1412.48,6.0,Stark Industries,4.0,ElectroShop Sur
2023-01-30,25.0,Teléfono Inteligente 256GB,6.0,340.65,14.0,Blue Sun Corporation,19.0,Tienda Plus
2022-11-18,29.0,Refrigerador Compacto,3.0,1414.17,2.0,Globex Corporation,3.0,Outlet Norte
2022-02-03,28.0,Cafetera Espresso,4.0,109.92,5.0,Weyland-Yutani,7.0,Tienda Express
2022-03-25,18.0,Aspiradora Robot,4.0,1287.12,2.0,Globex Corporation,1.0,ElectroShop Online
2024-04-24,19.0,Batidora de Mano,7.0,381.27,13.0,Tyrell Corp,14.0,NULL
2024-07-17,4.0,Microondas 20L,9.0,1167.68,7.0,Wayne Enterprises,5.0,Tienda Premium
2023-04-20,25.0,Teléfono Inteligente 256GB,8.0,1045.84,NULL,NULL,6.0,ElectroShop Oeste
2024-11-06,21.0,Home Theater 7.1,8.0,320.81,14.0,Blue Sun Corporation,15.0,ElectroShop Express
2024-10-10,4.0,Microondas 20L,7.0,837.77,7.0,Wayne Enterprises,5.0,Tienda Premium
2022-02-01,25.0,Teléfono Inteligente 256GB,8.0,1470.02,12.0,Cyberdyne Systems,17.0,Tienda Virtual Sur
2023-12-05,18.0,Aspiradora Robot,5.0,51.54,4.0,Umbrella Corp,19.0,Tienda Plus
2024-10-16,5.0,Aspiradora Sin Bolsa,6.0,1047.9,15.0,LexCorp,3.0,Outlet Norte
2024-03-02,2.0,Lavadora 8kg,8.0,769.69,14.0,Blue Sun Corporation,6.0,ElectroShop Oeste
2023-12-13,21.0,Home Theater 7.1,5.0,1205.73,6.0,Stark Industries,17.0,Tienda Virtual Sur
2023-01-15,7.0,Home Theater 5.1,7.0,1044.83,10.0,Hooli,1.0,ElectroShop Online
2024-01-11,27.0,Lavadora Carga Superior,4.0,1102.17,NULL,NULL,9.0,Tienda Online Plus
2024-10-20,16.0,Refrigerador Triple Puerta,1.0,1485.41,9.0,Pied Piper,1.0,ElectroShop Online
2024-03-22,18.0,Aspiradora Robot,8.0,1025.94,3.0,Initech,19.0,Tienda Plus
2023-12-20,9.0,"Tablet 10""",6.0,746.17,14.0,Blue Sun Corporation,8.0,ElectroShop Este
2023-10-15,25.0,Teléfono Inteligente 256GB,2.0,157.72,5.0,Weyland-Yutani,7.0,Tienda Express
2023-01-18,2.0,Lavadora 8kg,3.0,1114.19,15.0,LexCorp,1.0,ElectroShop Online
2024-02-25,24.0,Smartwatch Deportivo,9.0,1030.36,1.0,ACME Corp,15.0,ElectroShop Express
2023-01-16,6.0,Licuadora 600W,7.0,144.09,1.0,ACME Corp,13.0,ElectroShop Norte
2022-09-14,22.0,"Laptop Gamer 15""",5.0,594.28,8.0,Dunder Mifflin,19.0,Tienda Plus
2022-01-27,18.0,Aspiradora Robot,2.0,1202.11,10.0,Hooli,20.0,ElectroShop Store
2023-06-30,24.0,Smartwatch Deportivo,10.0,672.05,14.0,Blue Sun Corporation,7.0,Tienda Express
2023-05-24,14.0,Refrigerador Simple Puerta,3.0,1139.41,7.0,Wayne Enterprises,1.0,ElectroShop Online
2022-03-22,28.0,Cafetera Espresso,10.0,1173.83,2.0,Globex Corporation,8.0,ElectroShop Este
2024-04-16,15.0,"Televisor LED 65""",4.0,1108.36,15.0,LexCorp,20.0,ElectroShop Store
2022-12-05,26.0,"Televisor OLED 55""",1.0,131.29,5.0,Weyland-Yutani,20.0,ElectroShop Store
2022-03-11,16.0,Refrigerador Triple Puerta,6.0,1063.68,11.0,Biohazard Inc,6.0,ElectroShop Oeste
2024-10-16,12.0,"Televisor LED 55""",9.0,283.51,12.0,Cyberdyne Systems,5.0,Tienda Premium
2023-06-20,NULL,NULL,NULL,NULL,NULL,NULL,10.0,ElectroShop California
2024-01-27,4.0,Microondas 20L,2.0,778.2,1.0,ACME Corp,4.0,ElectroShop Sur
2023-02-13,12.0,"Televisor LED 55""",4.0,842.24,13.0,Tyrell Corp,5.0,Tienda Premium
2023-08-16,5.0,Aspiradora Sin Bolsa,7.0,1264.6,7.0,Wayne Enterprises,13.0,ElectroShop Norte
2022-04-19,16.0,Refrigerador Triple Puerta,4.0,1279.6,4.0,Umbrella Corp,15.0,ElectroShop Express
2023-04-20,8.0,"Computadora Portátil 15""",3.0,254.87,10.0,Hooli,7.0,Tienda Express
2024-08-02,NULL,NULL,NULL,NULL,15.0,LexCorp,4.0,ElectroShop Sur
2023-05-31,11.0,phone,3.0,1281.58,12.0,Cyberdyne Systems,4.0,ElectroShop Sur
2023-07-23,22.0,"Laptop Gamer 15""",8.0,474.14,12.0,Cyberdyne Systems,2.0,Tienda Central
2022-11-04,14.0,Refrigerador Simple Puerta,5.0,1351.42,12.0,Cyberdyne Systems,11.0,Tienda Norte
2024-01-16,9.0,"Tablet 10""",3.0,1405.29,13.0,Tyrell Corp,5.0,Tienda Premium
2022-04-06,28.0,Cafetera Espresso,4.0,400.82,6.0,Stark Industries,9.0,Tienda Online Plus
2024-05-24,10.0,Smartwatch,8.0,682.3,11.0,Biohazard Inc,1.0,ElectroShop Online
2022-04-01,16.0,Refrigerador Triple Puerta,8.0,1217.46,NULL,NULL,3.0,Outlet Norte
2022-07-14,16.0,Refrigerador Triple Puerta,3.0,367.54,13.0,Tyrell Corp,17.0,Tienda Virtual Sur
2024-06-23,9.0,"Tablet 10""",9.0,119.9,7.0,Wayne Enterprises,4.0,ElectroShop Sur
2023-09-08,19.0,Batidora de Mano,5.0,356.79,4.0,Umbrella Corp,9.0,Tienda Online Plus
2024-07-02,23.0,"Tablet - 12""",4.0,534.0,4.0,Umbrella Corp,13.0,ElectroShop Norte
2024-04-21,22.0,"Laptop Gamer 15""",7.0,140.11,5.0,Weyland-Yutani,15.0,ElectroShop Express
2024-06-25,2.0,Lavadora 8kg,8.0,1290.36,1.0,ACME Corp,3.0,Outlet Norte
2023-11-19,1.0,"Televisor LED 55""",4.0,499.81,3.0,Initech,20.0,ElectroShop Store
2024-09-11,16.0,Refrigerador Triple Puerta,3.0,521.05,1.0,ACME Corp,2.0,Tienda Central
2022-05-06,13.0,Lavadora 10kg,9.0,488.35,9.0,Pied Piper,3.0,Outlet Norte
2023-10-08,5.0,Aspiradora Sin Bolsa,10.0,690.14,12.0,Cyberdyne Systems,14.0,NULL
2024-09-12,21.0,Home Theater 7.1,2.0,1480.47,8.0,Dunder Mifflin,15.0,ElectroShop Express
2023-02-01,8.0,"Computadora Portátil 15""",10.0,331.21,10.0,Hooli,20.0,ElectroShop Store
2022-02-10,18.0,Aspiradora Robot,9.0,60.72,15.0,LexCorp,15.0,ElectroShop Express
2022-08-19,28.0,Cafetera Espresso,9.0,595.53,6.0,Stark Industries,13.0,ElectroShop Norte
2024-08-28,5.0,Aspiradora Sin Bolsa,9.0,1110.77,3.0,Initech,2.0,Tienda Central
2024-11-02,5.0,Aspiradora Sin Bolsa,8.0,1447.56,11.0,Biohazard Inc,20.0,ElectroShop Store
2024-10-30,9.0,"Tablet 10""",1.0,237.7,9.0,Pied Piper,14.0,NULL
2023-05-15,17.0,Microondas 25L,4.0,232.91,7.0,Wayne Enterprises,10.0,ElectroShop California
2024-11-10,26.0,"Televisor OLED 55""",1.0,876.48,4.0,Umbrella Corp,17.0,Tienda Virtual Sur
2022-12-29,21.0,Home Theater 7.1,10.0,1013.13,12.0,Cyberdyne Systems,18.0,ElectroShop Satélite
2023-05-19,6.0,Licuadora 600W,9.0,1433.78,15.0,LexCorp,6.0,ElectroShop Oeste
2024-04-19,16.0,Refrigerador Triple Puerta,9.0,675.66,12.0,Cyberdyne Systems,8.0,ElectroShop Este
2023-11-18,9.0,"Tablet 10""",8.0,163.07,1.0,ACME Corp,13.0,ElectroShop Norte
2023-09-11,10.0,Smartwatch,2.0,816.51,8.0,Dunder Mifflin,13.0,ElectroShop Norte
2023-08-17,24.0,Smartwatch Deportivo,8.0,1186.69,3.0,Initech,18.0,ElectroShop Satélite
2022-08-23,NULL,NULL,NULL,NULL,13.0,Tyrell Corp,6.0,ElectroShop Oeste
2024-11-14,24.0,Smartwatch Deportivo,5.0,1307.88,14.0,Blue Sun Corporation,3.0,Outlet Norte
2022-06-19,1.0,"Televisor LED 55""",5.0,204.5,14.0,Blue Sun Corporation,11.0,Tienda Norte
2024-04-13,6.0,Licuadora 600W,7.0,439.74,2.0,Globex Corporation,7.0,Tienda Express
2024-03-14,30.0,Parlante Bluetooth,6.0,369.03,6.0,Stark Industries,6.0,ElectroShop Oeste
2024-03-04,18.0,Aspiradora Robot,4.0,147.21,4.0,Umbrella Corp,19.0,Tienda Plus
2022-07-16,15.0,"Televisor LED 65""",3.0,193.65,8.0,Dunder Mifflin,1.0,ElectroShop Online
2022-04-14,5.0,Aspiradora Sin Bolsa,7.0,397.82,11.0,Biohazard Inc,13.0,ElectroShop Norte
2022-05-11,18.0,Aspiradora Robot,7.0,1472.72,4.0,Umbrella Corp,19.0,Tienda Plus
2022-07-18,26.0,"Televisor OLED 55""",10.0,425.11,NULL,NULL,12.0,Outlet Sur
2023-08-04,14.0,Refrigerador Simple Puerta,8.0,753.23,12.0,Cyberdyne Systems,NULL,NULL
2023-02-08,15.0,"Televisor LED 65""",3.0,1095.19,10.0,Hooli,19.0,Tienda Plus
2023-04-03,17.0,Microondas 25L,9.0,180.68,2.0,Globex Corporation,9.0,Tienda Online Plus
2022-06-24,4.0,Microondas 20L,9.0,1006.05,13.0,Tyrell Corp,1.0,ElectroShop Online
2023-10-21,7.0,Home Theater 5.1,6.0,1408.38,8.0,Dunder Mifflin,15.0,ElectroShop Express
2024-01-26,18.0,Aspiradora Robot,10.0,242.44,5.0,Weyland-Yutani,9.0,Tienda Online Plus
2023-10-02,NULL,NULL,NULL,NULL,6.0,Stark Industries,6.0,ElectroShop Oeste
2023-08-20,11.0,phone,6.0,897.32,7.0,Wayne Enterprises,7.0,Tienda Express
2022-05-29,29.0,Refrigerador Compacto,4.0,355.18,1.0,ACME Corp,11.0,Tienda Norte
2022-02-17,8.0,"Computadora Portátil 15""",2.0,769.52,4.0,Umbrella Corp,9.0,Tienda Online Plus
2022-12-27,NULL,NULL,NULL,NULL,3.0,Initech,6.0,ElectroShop Oeste
2022-10-25,16.0,Refrigerador Triple Puerta,1.0,954.01,15.0,LexCorp,13.0,ElectroShop Norte
2022-10-02,4.0,Microondas 20L,6.0,498.25,6.0,Stark Industries,13.0,ElectroShop Norte
2024-05-21,27.0,Lavadora Carga Superior,6.0,1296.22,15.0,LexCorp,11.0,Tienda Norte
2024-08-04,15.0,"Televisor LED 65""",3.0,1336.13,5.0,Weyland-Yutani,4.0,ElectroShop Sur
2023-09-16,12.0,"Televisor LED 55""",3.0,528.62,7.0,Wayne Enterprises,17.0,Tienda Virtual Sur
2024-09-07,22.0,"Laptop Gamer 15""",7.0,879.26,8.0,Dunder Mifflin,10.0,ElectroShop California
2022-04-23,21.0,Home Theater 7.1,9.0,767.07,5.0,Weyland-Yutani,15.0,ElectroShop Express
2022-07-07,19.0,Batidora de Mano,7.0,174.58,15.0,LexCorp,4.0,ElectroShop Sur
2024-09-27,14.0,Refrigerador Simple Puerta,1.0,1329.13,9.0,Pied Piper,4.0,ElectroShop Sur
2023-10-14,13.0,Lavadora 10kg,10.0,271.36,5.0,Weyland-Yutani,1.0,ElectroShop Online
2024-01-18,18.0,Aspiradora Robot,6.0,930.28,6.0,Stark Industries,8.0,ElectroShop Este
2024-04-07,24.0,Smartwatch Deportivo,7.0,477.28,4.0,Umbrella Corp,4.0,ElectroShop Sur
2024-10-29,NULL,NULL,NULL,NULL,11.0,Biohazard Inc,5.0,Tienda Premium
2022-10-01,27.0,Lavadora Carga Superior,7.0,318.01,11.0,Biohazard Inc,17.0,Tienda Virtual Sur
2022-11-13,27.0,Lavadora Carga Superior,7.0,910.19,5.0,Weyland-Yutani,13.0,ElectroShop Norte
2023-09-04,9.0,"Tablet 10""",6.0,858.85,14.0,Blue Sun Corporation,20.0,ElectroShop Store
2023-07-23,NULL,NULL,NULL,NULL,12.0,Cyberdyne Systems,5.0,Tienda Premium
2022-09-04,4.0,Microondas 20L,4.0,269.68,2.0,Globex Corporation,10.0,ElectroShop California
2023-12-11,6.0,Licuadora 600W,8.0,383.82,5.0,Weyland-Yutani,2.0,Tienda Central
2022-08-10,10.0,Smartwatch,5.0,314.0,14.0,Blue Sun Corporation,11.0,Tienda Norte
2023-01-19,8.0,"Computadora Portátil 15""",4.0,776.12,4.0,Umbrella Corp,17.0,Tienda Virtual Sur
2022-01-15,15.0,"Televisor LED 65""",5.0,1255.42,10.0,Hooli,6.0,ElectroShop Oeste
2023-05-31,22.0,"Laptop Gamer 15""",10.0,1281.85,2.0,Globex Corporation,4.0,ElectroShop Sur
2024-03-16,21.0,Home Theater 7.1,5.0,105.63,15.0,LexCorp,17.0,Tienda Virtual Sur
2022-08-04,3.0,Refrigerador Doble Puerta,2.0,615.2,7.0,Wayne Enterprises,18.0,ElectroShop Satélite
2023-04-25,16.0,Refrigerador Triple Puerta,1.0,469.42,8.0,Dunder Mifflin,14.0,NULL
2024-03-10,10.0,Smartwatch,6.0,181.53,10.0,Hooli,14.0,NULL
2024-08-27,27.0,Lavadora Carga Superior,3.0,487.82,6.0,Stark Industries,9.0,Tienda Online Plus
2022-08-18,25.0,Teléfono Inteligente 256GB,2.0,1406.58,4.0,Umbrella Corp,13.0,ElectroShop Norte
2022-07-17,16.0,Refrigerador Triple Puerta,5.0,1061.23,2.0,Globex Corporation,5.0,Tienda Premium
2023-01-01,12.0,"Televisor LED 55""",7.0,493.0,11.0,Biohazard Inc,6.0,ElectroShop Oeste
2023-07-15,4.0,Microondas 20L,1.0,471.37,12.0,Cyberdyne Systems,14.0,NULL
2024-09-03,7.0,Home Theater 5.1,8.0,303.63,12.0,Cyberdyne Systems,11.0,Tienda Norte
2023-07-05,26.0,"Televisor OLED 55""",2.0,630.36,6.0,Stark Industries,7.0,Tienda Express
2024-10-08,2.0,Lavadora 8kg,8.0,1144.23,13.0,Tyrell Corp,2.0,Tienda Central
2022-03-19,28.0,Cafetera Espresso,4.0,1223.21,7.0,Wayne Enterprises,20.0,ElectroShop Store
2022-11-20,18.0,Aspiradora Robot,7.0,985.9,2.0,Globex Corporation,19.0,Tienda Plus
2024-09-20,23.0,"Tablet - 12""",5.0,166.7,7.0,Wayne Enterprises,19.0,Tienda Plus
2024-06-09,5.0,Aspiradora Sin Bolsa,10.0,146.5,5.0,Weyland-Yutani,NULL,NULL
2023-01-08,15.0,"Televisor LED 65""",1.0,732.45,10.0,Hooli,13.0,ElectroShop Norte
2023-03-03,8.0,"Computadora Portátil 15""",2.0,328.84,6.0,Stark Industries,9.0,Tienda Online Plus
2023-03-21,26.0,"Televisor OLED 55""",1.0,1000.04,NULL,NULL,10.0,ElectroShop California
2023-06-20,NULL,NULL,NULL,NULL,8.0,Dunder Mifflin,8.0,ElectroShop Este
2024-07-07,24.0,Smartwatch Deportivo,9.0,675.0,6.0,Stark Industries,2.0,Tienda Central
2022-09-04,29.0,Refrigerador Compacto,7.0,532.62,15.0,LexCorp,1.0,ElectroShop Online
2023-11-12,28.0,Cafetera Espresso,4.0,1099.84,3.0,Initech,10.0,ElectroShop California
2023-03-03,21.0,Home Theater 7.1,7.0,528.97,13.0,Tyrell Corp,6.0,ElectroShop Oeste
2024-04-27,11.0,phone,8.0,1134.96,10.0,Hooli,11.0,Tienda Norte
2023-08-23,16.0,Refrigerador Triple Puerta,1.0,1075.8,7.0,Wayne Enterprises,14.0,NULL
2022-04-14,26.0,"Televisor OLED 55""",3.0,315.54,3.0,Initech,19.0,Tienda Plus
2022-05-27,19.0,Batidora de Mano,9.0,970.95,3.0,Initech,11.0,Tienda Norte
2023-02-28,NULL,NULL,NULL,NULL,9.0,Pied Piper,13.0,ElectroShop Norte
2024-06-01,19.0,Batidora de Mano,7.0,908.34,11.0,Biohazard Inc,7.0,Tienda Express
2022-05-30,16.0,Refrigerador Triple Puerta,5.0,1089.11,6.0,Stark Industries,14.0,NULL
2023-05-18,20.0,Lavadora Secadora,8.0,60.66,14.0,Blue Sun Corporation,6.0,ElectroShop Oeste
2022-07-12,6.0,Licuadora 600W,4.0,300.74,8.0,Dunder Mifflin,1.0,ElectroShop Online
2024-04-07,8.0,"Computadora Portátil 15""",8.0,385.61,3.0,Initech,13.0,ElectroShop Norte
2023-07-30,18.0,Aspiradora Robot,7.0,1127.32,8.0,Dunder Mifflin,17.0,Tienda Virtual Sur
2023-11-16,3.0,Refrigerador Doble Puerta,5.0,369.7,3.0,Initech,19.0,Tienda Plus
2023-11-03,24.0,Smartwatch Deportivo,2.0,375.6,5.0,Weyland-Yutani,13.0,ElectroShop Norte
2023-12-26,25.0,Teléfono Inteligente 256GB,10.0,87.16,14.0,Blue Sun Corporation,6.0,ElectroShop Oeste
2022-07-21,12.0,"Televisor LED 55""",8.0,726.87,15.0,LexCorp,15.0,ElectroShop Express
2023-03-10,20.0,Lavadora Secadora,3.0,1064.5,5.0,Weyland-Yutani,9.0,Tienda Online Plus
2022-04-27,11.0,phone,5.0,1005.37,NULL,NULL,12.0,Outlet Sur
2024-07-05,6.0,Licuadora 600W,8.0,1345.33,3.0,Initech,6.0,ElectroShop Oeste
2022-08-19,5.0,Aspiradora Sin Bolsa,6.0,881.28,1.0,ACME Corp,17.0,Tienda Virtual Sur
2023-12-01,16.0,Refrigerador Triple Puerta,10.0,135.11,11.0,Biohazard Inc,5.0,Tienda Premium
2023-07-04,26.0,"Televisor OLED 55""",2.0,332.73,7.0,Wayne Enterprises,6.0,ElectroShop Oeste
2024-01-18,29.0,Refrigerador Compacto,8.0,517.39,6.0,Stark Industries,3.0,Outlet Norte
2023-11-10,29.0,Refrigerador Compacto,2.0,963.6,8.0,Dunder Mifflin,5.0,Tienda Premium
2023-02-28,20.0,Lavadora Secadora,9.0,138.5,4.0,Umbrella Corp,18.0,ElectroShop Satélite
2022-11-16,4.0,Microondas 20L,5.0,369.12,7.0,Wayne Enterprises,20.0,ElectroShop Store
2024-10-01,24.0,Smartwatch Deportivo,7.0,1343.93,14.0,Blue Sun Corporation,3.0,Outlet Norte
2024-04-16,3.0,Refrigerador Doble Puerta,4.0,697.53,10.0,Hooli,15.0,ElectroShop Express
2024-02-19,17.0,Microondas 25L,7.0,747.49,5.0,Weyland-Yutani,17.0,Tienda Virtual Sur
2022-04-29,8.0,"Computadora Portátil 15""",3.0,873.3,15.0,LexCorp,8.0,ElectroShop Este
2023-02-01,7.0,Home Theater 5.1,1.0,417.53,7.0,Wayne Enterprises,18.0,ElectroShop Satélite
2024-05-07,27.0,Lavadora Carga Superior,4.0,177.19,10.0,Hooli,7.0,Tienda Express
2022-12-15,5.0,Aspiradora Sin Bolsa,7.0,1341.25,8.0,Dunder Mifflin,11.0,Tienda Norte
2023-05-23,19.0,Batidora de Mano,2.0,981.27,8.0,Dunder Mifflin,2.0,Tienda Central
2023-06-11,1.0,"Televisor LED 55""",3.0,1458.96,15.0,LexCorp,12.0,Outlet Sur
2022-06-06,9.0,"Tablet 10""",8.0,309.9,4.0,Umbrella Corp,6.0,ElectroShop Oeste
2024-07-02,8.0,"Computadora Portátil 15""",8.0,394.57,10.0,Hooli,2.0,Tienda Central
